Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
P & F INDUSTRIES -CL A,PFIN,UL,Common Stock,Equity,BBG000HCTN02,BBG000HCS2F3,30065362748,EQ0010606900002000
RENASANT CORP,RNST,UL,Common Stock,Equity,BBG000BR46X3,BBG000BR40B0,30065286656,EQ0010608800001000
PHI INC-VOTING,PHII,UL,Common Stock,Equity,BBG000C35PR9,BBG000C35CF1,30065293118,EQ0010608900001000
PHI INC-NON VOTING,PHIIK,UL,Common Stock,Equity,BBG000BR4L60,BBG000BR4BJ8,30065286657,EQ0010608900002000
AGILYSYS INC,AGYS,UL,Common Stock,Equity,BBG000BR7G04,BBG000BR74W6,30065286674,EQ0010611900001000
PARK-OHIO HOLDINGS CORP,PKOH,UL,Common Stock,Equity,BBG000BR9007,BBG000BR8QF5,30065286680,EQ0010612600001000
COMMUNITY TRUST BANCORP INC,CTBI,UL,Common Stock,Equity,BBG000F4LH03,BBG000F4J227,30065324784,EQ0010613000001000
PHOTRONICS INC,PLAB,UL,Common Stock,Equity,BBG000BR9WT6,BBG000BR9JS6,30065286682,EQ0010613300001000
PAULSON CAPITAL CORP,PLCC,UL,Common Stock,Equity,BBG000C40B02,BBG000C40202,30065294885,EQ0010613700001000
PRESIDENTIAL LIFE CORP,PLFE,UL,Common Stock,Equity,BBG000DRFVF4,BBG000DRFLP5,30065317999,EQ0010614200001000
PALL CORP,PLL,UL,Common Stock,Equity,BBG000BRB9J5,BBG000BRB2F4,30065286683,EQ0010614400001000
PLEXUS CORP,PLXS,UL,Common Stock,Equity,BBG000BRC8G9,BBG000BRBX66,30065286688,EQ0010615300001000
PMFG INC,PMFG,UL,Common Stock,Equity,BBG000BRCRC1,BBG000BRCGT7,30065286692,EQ0010616700001000
PARAMETRIC TECHNOLOGY CORP,PMTC,UL,Common Stock,Equity,BBG000C2VLW5,BBG000C2VBB0,30065292749,EQ0010617300001000
PRINCETON NATIONAL BANCORP,PNBC,UL,Common Stock,Equity,BBG000CRLP89,BBG000CRKCY0,30065300324,EQ0010617500001000
PENNICHUCK CORP,PNNW,UL,Common Stock,Equity,BBG000C4BQ43,BBG000C4BJ12,30065295260,EQ0010618500001000
PRIMEENERGY CORP,PNRG,UL,Common Stock,Equity,BBG000C4C7Q0,BBG000C4BZQ9,30065295297,EQ0010618600001000
PENTAIR INC,PNR,UL,Common Stock,Equity,BBG000C229Z1,BBG000C221G9,30065291616,EQ0010619000001000
BROWN & BROWN INC,BRO,UL,Common Stock,Equity,BBG000BWSPT9,BBG000BWSGF4,30065287454,EQ0010620000001000
NATIONAL BEVERAGE CORP,FIZZ,UL,Common Stock,Equity,BBG000BF8N68,BBG000BF8CB6,30065284976,EQ0010621000001000
POWELL INDUSTRIES INC,POWL,UL,Common Stock,Equity,BBG000BRH3W7,BBG000BRGWN4,30065286716,EQ0010621400001000
PREPAID LEGAL SERVICES INC,PPD,UL,Common Stock,Equity,BBG000BRJ5L2,BBG000BRHVT9,30065286719,EQ0010621900001000
PERCEPTRON INC,PRCP,UL,Common Stock,Equity,BBG000CRTQ07,BBG000CRS9Q8,30065300339,EQ0010623900001000
PRIDE INTERNATIONAL INC,PDE,UL,Common Stock,Equity,BBG000FJ0NQ2,BBG000FHZ756,30065334595,EQ0010624300001000
PERFUMANIA HOLDINGS INC,PERF,UL,Common Stock,Equity,BBG000F7HDR1,BBG000F7H348,30065326587,EQ0010624900001000
SAKS INC,SKS,UL,Common Stock,Equity,BBG000DW4JS8,BBG000DW4937,30065320585,EQ0010625000001000
PROGRESS SOFTWARE CORP,PRGS,UL,Common Stock,Equity,BBG000C4R301,BBG000C4QP94,30065295803,EQ0010625200001000
PROTECTIVE LIFE CORP,PL,UL,Common Stock,Equity,BBG000C3JT41,BBG000C3JJC4,30065294024,EQ0010627000001000
PRESSTEK INC,PRST,UL,Common Stock,Equity,BBG000BRLWR4,BBG000BRLNJ3,30065286744,EQ0010627400001000
P.A.M. TRANSPORTATION SVCS,PTSI,UL,Common Stock,Equity,BBG000BRQS89,BBG000BRQJZ9,30065286765,EQ0010633500001000
ARGAN INC,AGX,UL,Common Stock,Equity,BBG000K4KH26,BBG000K4J3T0,30065404133,EQ0010634300001000
PENN VIRGINIA CORP,PVA,UL,Common Stock,Equity,BBG000CW3XB7,BBG000CW3MW8,30065301080,EQ0010634600001000
PARKVALE FINANCIAL CORP,PVSA,UL,Common Stock,Equity,BBG000BRS1N9,BBG000BRRRX2,30065286770,EQ0010634700001000
ESB FINANCIAL CORP,ESBF,UL,Common Stock,Equity,BBG000FHY0C4,BBG000FHXMM6,30065334585,EQ0010635100001000
PROVIDENCE AND WORCESTER RR,PWX,UL,Common Stock,Equity,BBG000F7VF09,BBG000F7V4K2,30065326762,EQ0010635300001000
ARGO GROUP INTERNATIONAL,AGII,UL,Common Stock,Equity,BBG000F4HXY6,BBG000F4HLT8,30065324779,EQ0010635700001000
PYRAMID OIL CO,PDO,UL,Common Stock,Equity,BBG000BRT8M4,BBG000BRT032,30065286776,EQ0010636100001000
QUAKER CHEMICAL CORP,KWR,UL,Common Stock,Equity,BBG000DZTD52,BBG000DZS2L9,30065322528,EQ0010636900001000
QUALCOMM INC,QCOM,UL,Common Stock,Equity,BBG000CGCC91,BBG000CGC1X8,30065298028,EQ0010637000001000
QUIDEL CORP,QDEL,UL,Common Stock,Equity,BBG000C6K018,BBG000C6GN04,30065296598,EQ0010637200001000
PROPHASE LABS INC,PRPH,UL,Common Stock,Equity,BBG000F5RT80,BBG000F5PGF2,30065325458,EQ0010637800001000
HEALTH NET INC,HNT,UL,Common Stock,Equity,BBG000CYPP26,BBG000CYNBV7,30065302158,EQ0010638000001000
QUALITY SYSTEMS INC,QSII,UL,Common Stock,Equity,BBG000BRVHV1,BBG000BRV7G0,30065286782,EQ0010638600001000
QUIKSILVER INC,ZQK,UL,Common Stock,Equity,BBG000FTP6J8,BBG000FTMSF7,30065339407,EQ0010639200001000
RADA ELECTRONIC INDS LTD,RADA,UL,Common Stock,Equity,BBG000HQXLR1,BBG000HQX6Z5,30065368034,EQ0010640400001000
RAND CAPITAL CORP,RAND,UL,Common Stock,Equity,BBG000BRXL04,BBG000BRX8P6,30065286801,EQ0010641200001000
RAVEN INDUSTRIES INC,RAVN,UL,Common Stock,Equity,BBG000CXR2L6,BBG000CXQTZ3,30065301708,EQ0010641900001000
REGAL-BELOIT CORP,RBC,UL,Common Stock,Equity,BBG000BRY2T4,BBG000BRXTR8,30065286802,EQ0010642400001000
DORMAN PRODUCTS INC,DORM,UL,Common Stock,Equity,BBG000BM2C90,BBG000BM22F5,30065285967,EQ0010642800001000
ROYAL BANCSHARES OF PENN-A,RBPAA,UL,Common Stock,Equity,BBG000BRYL76,BBG000BRY9G3,30065286804,EQ0010643100001000
RCM TECHNOLOGIES INC,RCMT,UL,Common Stock,Equity,BBG000BRZ534,BBG000BRYSR9,30065286806,EQ0010644500001000
RESEARCH FRONTIERS INC,REFR,UL,Common Stock,Equity,BBG000BS1RG7,BBG000BS1F28,30065286818,EQ0010646800001000
REGENERON PHARMACEUTICALS,REGN,UL,Common Stock,Equity,BBG000C74H53,BBG000C734W3,30065296734,EQ0010647000001000
RICHARDSON ELEC LTD,RELL,UL,Common Stock,Equity,BBG000BS24F8,BBG000BS1WR4,30065286821,EQ0010647300001000
RENTRAK CORP,RENT,UL,Common Stock,Equity,BBG000BS2H23,BBG000BS27V3,30065286822,EQ0010647600001000
RESOURCE AMERICA INC-CL A,REXI,UL,Common Stock,Equity,BBG000BS3PJ6,BBG000BS3G15,30065286829,EQ0010648700001000
RF INDUSTRIES LTD,RFIL,UL,Common Stock,Equity,BBG000C2JLK2,BBG000C2J6S7,30065292484,EQ0010649800001000
BARRY (R.G.),DFZ,UL,Common Stock,Equity,BBG000BS4607,BBG000BS3XK7,30065286830,EQ0010650200001000
REPLIGEN CORP,RGEN,UL,Common Stock,Equity,BBG000BS4J54,BBG000BS48J3,30065286831,EQ0010650300001000
REGIS CORP,RGS,UL,Common Stock,Equity,BBG000C8V744,BBG000C8SW16,30065297024,EQ0010650700001000
ROYAL GOLD INC,RGLD,UL,Common Stock,Equity,BBG000BS58D8,BBG000BS5170,30065286833,EQ0010650800001000
REHABCARE GROUP INC,RHB,UL,Common Stock,Equity,BBG000FX5B91,BBG000FX3ZX3,30065341238,EQ0010651000001000
NOBEL LEARNING COMMUNITIES,NLCI,UL,Common Stock,Equity,BBG000FDMN63,BBG000FDL7Y8,30065331856,EQ0010651100001000
ARK RESTAURANTS CORP,ARKR,UL,Common Stock,Equity,BBG000DMPVB8,BBG000DMMH86,30065314489,EQ0010653900001000
CORE MOLDING TECHNOLOGIES IN,CMT,UL,Common Stock,Equity,BBG000F4S138,BBG000F4PNF0,30065324809,EQ0010654600001000
ROCKY MOUNTAIN CHOC FACT INC,RMCF,UL,Common Stock,Equity,BBG000BS8Q27,BBG000BS8F94,30065286847,EQ0010654900001000
UNIVERSAL ELECTRONICS INC,UEIC,UL,Common Stock,Equity,BBG000CZ0K03,BBG000CZ07G5,30065302377,EQ0010655700001000
IDERA PHARMACEUTICALS INC,IDRA,UL,Common Stock,Equity,BBG000DQGXF1,BBG000DQGMR2,30065317062,EQ0010656300001000
RENTECH INC,RTK,UL,Common Stock,Equity,BBG000HJXLV2,BBG000HJW405,30065364936,EQ0010656800001000
ROBBINS & MYERS INC,RBN,UL,Common Stock,Equity,BBG000DQS4P1,BBG000DQQQY4,30065317394,EQ0010657200001000
ROCHESTER MEDICAL CORP,ROCM,UL,Common Stock,Equity,BBG000CCBFT2,BBG000CC9438,30065297444,EQ0010657500001000
ROGERS CORP,ROG,UL,Common Stock,Equity,BBG000BS9SG7,BBG000BS9HN3,30065286857,EQ0010657700001000
ROPER INDUSTRIES INC,ROP,UL,Common Stock,Equity,BBG000F226C9,BBG000F1ZSN5,30065323786,EQ0010658300001000
ROSS STORES INC,ROST,UL,Common Stock,Equity,BBG000BSC911,BBG000BSBZH7,30065286865,EQ0010658600001000
RPM INTERNATIONAL INC,RPM,UL,Common Stock,Equity,BBG000DCQXF1,BBG000DCNK80,30065308687,EQ0010660000001000
AUTONATION INC,AN,UL,Common Stock,Equity,BBG000BBY0S4,BBG000BBXLW4,30065284632,EQ0010663300001000
GSI COMMERCE INC,GSIC,UL,Common Stock,Equity,BBG000F44RT9,BBG000F44DX5,30065324675,EQ0010664100001000
SANDERSON FARMS INC,SAFM,UL,Common Stock,Equity,BBG000BSHV99,BBG000BSHJ96,30065286890,EQ0010664700001000
SAGA COMMUNICATIONS INC-CL A,SGA,UL,Common Stock,Equity,BBG000F9RD96,BBG000F9R281,30065327868,EQ0010664800002000
SAUER-DANFOSS INC,SHS,UL,Common Stock,Equity,BBG000BSXM64,BBG000BSXC02,30065286964,EQ0010666400001000
SAVANNAH BANCORP INC,SAVB,UL,Common Stock,Equity,BBG000C3WJX6,BBG000C3W6J0,30065294755,EQ0010666800001000
SEACOAST BANKING CORP/FL,SBCF,UL,Common Stock,Equity,BBG000KK4KF7,BBG000KK3464,30065415058,EQ0010667400001000
STARBUCKS CORP,SBUX,UL,Common Stock,Equity,BBG000CTRN66,BBG000CTQBF3,30065300758,EQ0010669100001000
SCHOLASTIC CORP,SCHL,UL,Common Stock,Equity,BBG000BSDTY0,BBG000BSDM66,30065286879,EQ0010670200001000
STEPAN CO,SCL,UL,Common Stock,Equity,BBG000BSMVK0,BBG000BSMFN2,30065286913,EQ0010670900001000
SCICLONE PHARMACEUTICALS INC,SCLN,UL,Common Stock,Equity,BBG000CDQLQ4,BBG000CDP4B9,30065297676,EQ0010671000001000
SCOTTS MIRACLE-GRO CO-CL A,SMG,UL,Common Stock,Equity,BBG000BT61D0,BBG000BT5PG5,30065287004,EQ0010672800001000
SEABOARD CORP,SEB,UL,Common Stock,Equity,BBG000BSQ319,BBG000BSPWD3,30065286926,EQ0010674300010000
SPARTECH CORP,SEH,UL,Common Stock,Equity,BBG000BSQJ87,BBG000BSQ8Y2,30065286928,EQ0010675300001000
SEI INVESTMENTS COMPANY,SEIC,UL,Common Stock,Equity,BBG000BSQVV4,BBG000BSQLT9,30065286929,EQ0010675400001000
SENECA FOODS CORP - CL B,SENEB,UL,Common Stock,Equity,BBG000DQ3GN3,BBG000DQ35Z4,30065316432,EQ0010676000001000
SENECA FOODS CORP - CL A,SENEA,UL,Common Stock,Equity,BBG000DQ33H9,BBG000DQ1TN7,30065316431,EQ0010676000002000
PMC - SIERRA INC,PMCS,UL,Common Stock,Equity,BBG000BBT6H9,BBG000BBSX81,30065284612,EQ0010677000001000
SMITHFIELD FOODS INC,SFD,UL,Common Stock,Equity,BBG000GYN1H1,BBG000GYLKX3,30065355011,EQ0010678000001000
SIMMONS FIRST NATL CORP-CL A,SFNC,UL,Common Stock,Equity,BBG000BSTKT8,BBG000BSTBM5,30065286947,EQ0010678800002000
SUPERIOR UNIFORM GROUP INC,SGC,UL,Common Stock,Equity,BBG000BSVFS7,BBG000BSV7D1,30065286951,EQ0010679900001000
CEC ENTERTAINMENT INC,CEC,UL,Common Stock,Equity,BBG000DDQWL4,BBG000DDNHB1,30065309168,EQ0010680600001000
UNITED STATES LIME & MINERAL,USLM,UL,Common Stock,Equity,BBG000D7RDJ1,BBG000D7P047,30065306187,EQ0010681300001000
SCHULMAN (A.) INC,SHLM,UL,Common Stock,Equity,BBG000BSW7V0,BBG000BSW063,30065286957,EQ0010681500001000
ICONIX BRAND GROUP INC,ICON,UL,Common Stock,Equity,BBG000D0XZW5,BBG000D0WML7,30065302671,EQ0010682000001000
SIFCO INDUSTRIES,SIF,UL,Common Stock,Equity,BBG000BSZ2Y5,BBG000BSYVL6,30065286970,EQ0010683600001000
SELECTIVE INSURANCE GROUP,SIGI,UL,Common Stock,Equity,BBG000BSZGD7,BBG000BSZ738,30065286971,EQ0010683700001000
SIGMA DESIGNS INC,SIGM,UL,Common Stock,Equity,BBG000BSZTL0,BBG000BSZKK0,30065286972,EQ0010683800001000
SYMMETRICOM INC,SYMM,UL,Common Stock,Equity,BBG000D54ZT0,BBG000D54NS8,30065304790,EQ0010684300001000
STEWART INFORMATION SERVICES,STC,UL,Common Stock,Equity,BBG000D6YPT7,BBG000D6YCQ9,30065305533,EQ0010684800001000
SVB FINANCIAL GROUP,SIVB,UL,Common Stock,Equity,BBG000BT0NP5,BBG000BT0CM2,30065286979,EQ0010685100001000
SJW CORP,SJW,UL,Common Stock,Equity,BBG000BT2867,BBG000BT1ZY7,30065286984,EQ0010685500001000
AMERICA'S CAR-MART INC,CRMT,UL,Common Stock,Equity,BBG000CM6WR1,BBG000CM6L31,30065299474,EQ0010685600001000
SKYWEST INC,SKYW,UL,Common Stock,Equity,BBG000BT3HP5,BBG000BT36X0,30065286987,EQ0010686400001000
INTRICON CORP,IIN,UL,Common Stock,Equity,BBG000BT5H55,BBG000BT56P7,30065286999,EQ0010687500001000
SMITH (A.O.) CORP,AOS,UL,Common Stock,Equity,BBG000BC1XD2,BBG000BC1L02,30065284652,EQ0010688400003000
SEMTECH CORP,SMTC,UL,Common Stock,Equity,BBG000DBN2M6,BBG000DBKR53,30065307999,EQ0010689100001000
FREDERICK'S OF HOLLYWOOD GRO,FOH,UL,Common Stock,Equity,BBG000BPHSZ3,BBG000BPHH41,30065286369,EQ0010689300001000
STEIN MART INC,SMRT,UL,Common Stock,Equity,BBG000BGTS53,BBG000BGTHY5,30065285261,EQ0010689900001000
STANDARD MICROSYSTEMS CORP,SMSC,UL,Common Stock,Equity,BBG000BT7DB5,BBG000BT7309,30065287011,EQ0010690100001000
SECURITY NATL FINL CORP-CL A,SNFCA,UL,Common Stock,Equity,BBG000C3K6N8,BBG000C3JXB4,30065294035,EQ0010691200002000
POLARIS INDUSTRIES INC,PII,UL,Common Stock,Equity,BBG000D5SFR0,BBG000D5S4M0,30065304980,EQ0010691700001000
SYNOPSYS INC,SNPS,UL,Common Stock,Equity,BBG000BSG0N2,BBG000BSFRF3,30065286883,EQ0010691800001000
SONESTA INTL HOTELS-A,SNSTA,UL,Common Stock,Equity,BBG000BT99Z6,BBG000BT91T0,30065287024,EQ0010692400001000
KEYCORP,KEY,UL,Common Stock,Equity,BBG000BMR142,BBG000BMQPL1,30065286072,EQ0010692800001000
SONIC CORP,SONC,UL,Common Stock,Equity,BBG000BM15X9,BBG000BM0Y12,30065285962,EQ0010694500001000
SPAN-AMERICA MEDICAL SYS INC,SPAN,UL,Common Stock,Equity,BBG000BTDBB2,BBG000BTD268,30065287041,EQ0010695300001000
SPARTAN MOTORS INC,SPAR,UL,Common Stock,Equity,BBG000BTDQ10,BBG000BTDHV7,30065287042,EQ0010695400001000
SPECTRUM CONTROL INC,SPEC,UL,Common Stock,Equity,BBG000BTF8K7,BBG000BTDZC8,30065287043,EQ0010696000001000
SPIRE CORP,SPIR,UL,Common Stock,Equity,BBG000BTG4V3,BBG000BTFWC3,30065287048,EQ0010696800001000
STAPLES INC,SPLS,UL,Common Stock,Equity,BBG000BCBM90,BBG000BCBCM7,30065284684,EQ0010697300001000
SPECTRANETICS CORP,SPNC,UL,Common Stock,Equity,BBG000C2LB12,BBG000C2L329,30065292536,EQ0010697500001000
SAPIENS INTERNATIONAL CORP,SPNS,UL,Common Stock,Equity,BBG000G3Z2D8,BBG000G3YP84,30065345602,EQ0010697600001000
1ST SOURCE CORP,SRCE,UL,Common Stock,Equity,BBG000BTHC71,BBG000BTH4T5,30065287059,EQ0010699500001000
STAAR SURGICAL CO,STAA,UL,Common Stock,Equity,BBG000C4QKJ4,BBG000C4QB95,30065295794,EQ0010702200001000
S & T BANCORP INC,STBA,UL,Common Stock,Equity,BBG000CKB945,BBG000CKB2S4,30065298900,EQ0010703000001000
STATE BANCORP INC,STBC,UL,Common Stock,Equity,BBG000DGZ4T1,BBG000DGXVH6,30065309367,EQ0010703100001000
STATE STREET CORP,STT,UL,Common Stock,Equity,BBG000BKFJT3,BBG000BKFBD7,30065285699,EQ0010703200001000
DREAMS INC,DRJ,UL,Common Stock,Equity,BBG000DVF5V4,BBG000DVCW66,30065319591,EQ0010703600001000
STEWART ENTERPRISES INC-CL A,STEI,UL,Common Stock,Equity,BBG000CFSWV7,BBG000CFSNC8,30065297845,EQ0010704100001000
STATE AUTO FINANCIAL CORP,STFC,UL,Common Stock,Equity,BBG000CB5NR6,BBG000CB4BH4,30065297250,EQ0010704300001000
SUNOPTA INC,STKL,UL,Common Stock,Equity,BBG000G6KTX6,BBG000G6JF31,30065347087,EQ0010705100001000
STERIS CORP,STE,UL,Common Stock,Equity,BBG000FXP8F9,BBG000FXNWZ6,30065341501,EQ0010706300001000
US BANCORP,USB,UL,Common Stock,Equity,BBG000FFFZ05,BBG000FFDM15,30065333026,EQ0010707100001000
STERLING FINL CORP/SPOKANE,STSA,UL,Common Stock,Equity,BBG000CMY3M9,BBG000CMWRR3,30065299757,EQ0010707200001000
WSFS FINANCIAL CORP,WSFS,UL,Common Stock,Equity,BBG000BX1LN1,BBG000BX1C88,30065287492,EQ0010707500001000
SUFFOLK BANCORP,SUBK,UL,Common Stock,Equity,BBG000BTM954,BBG000BTM357,30065287095,EQ0010708900001000
SOUTHERN UNION CO,SUG,UL,Common Stock,Equity,BBG000BTMQ01,BBG000BTMDX4,30065287096,EQ0010709300001000
MEN'S WEARHOUSE INC/THE,MW,UL,Common Stock,Equity,BBG000BPN577,BBG000BPMX22,30065286403,EQ0010709600001000
SUPERTEX INC,SUPX,UL,Common Stock,Equity,BBG000BTPCW4,BBG000BTP4G0,30065287104,EQ0010711100001000
SUSQUEHANNA BANCSHARES INC,SUSQ,UL,Common Stock,Equity,BBG000BTPRG9,BBG000BTPHG1,30065287106,EQ0010711300001000
SERVOTRONICS INC,SVT,UL,Common Stock,Equity,BBG000BTQ6N6,BBG000BTPZ26,30065287111,EQ0010712200001000
SWS GROUP INC,SWS,UL,Common Stock,Equity,BBG000DRMFV3,BBG000DRM466,30065318045,EQ0010713800001000
AMERICAN STATES WATER CO,AWR,UL,Common Stock,Equity,BBG000F96DV4,BBG000F964B6,30065327622,EQ0010713900001000
S.Y. BANCORP INC,SYBT,UL,Common Stock,Equity,BBG000FLM4H5,BBG000FLKSG5,30065336232,EQ0010714600001000
SYMANTEC CORP,SYMC,UL,Common Stock,Equity,BBG000BH2TJ3,BBG000BH2JM1,30065285300,EQ0010715200001000
SYNALLOY CORP,SYNL,UL,Common Stock,Equity,BBG000CLRTS6,BBG000CLRHW7,30065299384,EQ0010715600001000
TENNANT CO,TNC,UL,Common Stock,Equity,BBG000JD0Y14,BBG000JCZJS2,30065377920,EQ0010717100001000
TAT TECHNOLOGIES LTD,TATT,UL,Common Stock,Equity,BBG000CTJL87,BBG000CTJC78,30065300723,EQ0010717900001000
TAYLOR DEVICES INC,TAYD,UL,Common Stock,Equity,BBG000BTXBS2,BBG000BTX2M8,30065287148,EQ0010718200001000
TANDY BRANDS ACCESSORIES INC,TBAC,UL,Common Stock,Equity,BBG000C5KHF8,BBG000C5K6Y1,30065296334,EQ0010718300001000
TASTY BAKING CO,TSTY,UL,Common Stock,Equity,BBG000BTXRT6,BBG000BTXG65,30065287149,EQ0010718500001000
CELLDEX THERAPEUTICS INC,CLDX,UL,Common Stock,Equity,BBG000FW8WT2,BBG000FW8LZ9,30065340362,EQ0010720200001000
TOMPKINS FINANCIAL CORP,TMP,UL,Common Stock,Equity,BBG000F61SP9,BBG000F61H73,30065325619,EQ0010721500001000
PEREGRINE PHARMACEUTICALS,PPHM,UL,Common Stock,Equity,BBG000JDWX93,BBG000JDWKY3,30065378339,EQ0010720700001000
TELEPHONE AND DATA SYSTEMS,TDS,UL,Common Stock,Equity,BBG000BV15D1,BBG000BV0VK7,30065287169,EQ0010721900001000
TECH DATA CORP,TECD,UL,Common Stock,Equity,BBG000BV2MM3,BBG000BV2BR2,30065287174,EQ0010722400001000
TECHNE CORP,TECH,UL,Common Stock,Equity,BBG000C158M6,BBG000C15114,30065290549,EQ0010722500001000
TELEFLEX INC,TFX,UL,Common Stock,Equity,BBG000BV5NC9,BBG000BV59Y6,30065287189,EQ0010725200001000
FIRST FINANCIAL CORP/INDIANA,THFF,UL,Common Stock,Equity,BBG000CDHCG5,BBG000CDH213,30065297618,EQ0010726100001000
THERAGENICS CORP,TGX,UL,Common Stock,Equity,BBG000FVJCM3,BBG000FVGYF6,30065339792,EQ0010727300001000
TII NETWORK TECHNOLOGIES INC,TIII,UL,Common Stock,Equity,BBG000DKT384,BBG000DKRSD5,30065313257,EQ0010727400001000
TEKELEC,TKLC,UL,Common Stock,Equity,BBG000BV92B2,BBG000BV8SL5,30065287205,EQ0010728700001000
TELLABS INC,TLAB,UL,Common Stock,Equity,BBG000BVB5J4,BBG000BV9X97,30065287209,EQ0010729100001000
TEAM INC,TISI,UL,Common Stock,Equity,BBG000BVD2Z1,BBG000BVCV15,30065287225,EQ0010732000001000
PULSE ELECTRONICS CORP,PULS,UL,Common Stock,Equity,BBG000BVG0J0,BBG000BVFRJ2,30065287236,EQ0010734000001000
TECH/OPS SEVCON INC,TO,UL,Common Stock,Equity,BBG000BVGG05,BBG000BVG5K7,30065287238,EQ0010734900001000
TOFUTTI BRANDS INC,TOF,UL,Common Stock,Equity,BBG000BVH6D2,BBG000BVGXY1,30065287241,EQ0010735300001000
SCIENTIFIC GAMES CORP-A,SGMS,UL,Common Stock,Equity,BBG000KDQY05,BBG000KDND59,30065411131,EQ0010736200002000
THQ INC,THQI,UL,Common Stock,Equity,BBG000F6QKP9,BBG000F6P715,30065326106,EQ0010736700001000
TEJON RANCH CO,TRC,UL,Common Stock,Equity,BBG000BVKBY4,BBG000BVK3V5,30065287255,EQ0010738700001000
TECHNOLOGY RESEARCH CORP,TRCI,UL,Common Stock,Equity,BBG000BVKM89,BBG000BVKF93,30065287256,EQ0010738900001000
TRANSCEND SERVICES INC,TRCR,UL,Common Stock,Equity,BBG000C3D9X9,BBG000C3D139,30065293732,EQ0010739100001000
TOREADOR RESOURCES CORP,TRGL,UL,Common Stock,Equity,BBG000BVKZ71,BBG000BVKR33,30065287260,EQ0010739800001000
TRIMBLE NAVIGATION LTD,TRMB,UL,Common Stock,Equity,BBG000BNQ2X7,BBG000BNPS52,30065286219,EQ0010740300001000
TRUSTMARK CORP,TRMK,UL,Common Stock,Equity,BBG000C3SLC9,BBG000C3SB31,30065294615,EQ0010740400001000
TRANSCAT INC,TRNS,UL,Common Stock,Equity,BBG000BVM4H7,BBG000BVLWW9,30065287265,EQ0010740800001000
T ROWE PRICE GROUP INC,TROW,UL,Common Stock,Equity,BBG000BVMXY4,BBG000BVMPN3,30065287268,EQ0010741200001000
TRUSTCO BANK CORP NY,TRST,UL,Common Stock,Equity,BBG000BVP3Z6,BBG000BVNVQ6,30065287273,EQ0010741900001000
TRIO-TECH INTERNATIONAL,TRT,UL,Common Stock,Equity,BBG000FDTXY3,BBG000FDTLH8,30065332702,EQ0010742000001000
TSR INC,TSRI,UL,Common Stock,Equity,BBG000BVQ8X6,BBG000BVQ2J5,30065287279,EQ0010743400001000
TETRA TECHNOLOGIES INC,TTI,UL,Common Stock,Equity,BBG000BVS0L4,BBG000BVRQD7,30065287286,EQ0010744500001000
TRANS WORLD ENTERTAINMENT CP,TWMC,UL,Common Stock,Equity,BBG000BVT2Q4,BBG000BVSN70,30065287298,EQ0010746100001000
AMERISERV FINANCIAL INC,ASRV,UL,Common Stock,Equity,BBG000H0YJH3,BBG000H0X129,30065355881,EQ0010747600001000
UNITED BANKSHARES INC,UBSI,UL,Common Stock,Equity,BBG000BVXL05,BBG000BVXC87,30065287312,EQ0010748400001000
UNITED FIRE & CASUALTY CO,UFCS,UL,Common Stock,Equity,BBG000BVYFZ9,BBG000BVY6C4,30065287319,EQ0010749700001000
UNITED GUARDIAN INC,UG,UL,Common Stock,Equity,BBG000C2XQ43,BBG000C2XCD4,30065292837,EQ0010750100001000
BALLY TECHNOLOGIES INC,BYI,UL,Common Stock,Equity,BBG000DM2DV1,BBG000DM12W5,30065314081,EQ0010750200001000
UNIVERSAL AMERICAN CORP,UAM,UL,Common Stock,Equity,BBG000BVZQT1,BBG000BVZHB0,30065287322,EQ0010750600001000
UMB FINANCIAL CORP,UMBF,UL,Common Stock,Equity,BBG000DD94V4,BBG000DD8WX1,30065308996,EQ0010752600001000
UNICO AMERICAN CORP,UNAM,UL,Common Stock,Equity,BBG000BW24Q7,BBG000BW1XR3,30065287333,EQ0010752700001000
HANSEN NATURAL CORP,HANS,UL,Common Stock,Equity,BBG000CXGMG0,BBG000CXD6X9,30065301536,EQ0010753800001000
UNITRIN INC,UTR,UL,Common Stock,Equity,BBG000H3JWW8,BBG000H3GDJ8,30065357106,EQ0010753900001000
UQM TECHNOLOGIES INC,UQM,UL,Common Stock,Equity,BBG000D2J7C1,BBG000D2GYM4,30065303432,EQ0010756100001000
URANIUM RESOURCES INC,URRE,UL,Common Stock,Equity,BBG000C053S3,BBG000C04VB0,30065288608,EQ0010756400001000
USA TRUCK INC,USAK,UL,Common Stock,Equity,BBG000CK7F19,BBG000CK6317,30065298834,EQ0010756900001000
WASTE MANAGEMENT INC,WM,UL,Common Stock,Equity,BBG000BWW2Z8,BBG000BWVSR1,30065287466,EQ0010757000001000
UNIVERSAL SECURITY INSTRUMNT,UUU,UL,Common Stock,Equity,BBG000BW5H03,BBG000BW56H9,30065287349,EQ0010757300001000
U S ENERGY CORP - WYOMING,USEG,UL,Common Stock,Equity,BBG000BW5TT6,BBG000BW5LG7,30065287350,EQ0010757400001000
U S GOLD CORP,UXG,UL,Common Stock,Equity,BBG000BW6LQ5,BBG000BW6CN8,30065287353,EQ0010757700001000
